,ID,Name,Latitude,Longitude,BikesAvailable,EmptySlots,Installed,Locked,Temporary,UpdateTime
247,275,"Barbican Centre, Barbican",51.52004497,-0.092176447,16.0,3,True,False,False,10:30
248,274,"Warwick Road, Olympia",51.49671237,-0.20528437,22.0,13,True,False,False,10:30
249,273,"Belvedere Road, South Bank",51.50613324,-0.114686385,7.0,31,True,False,False,10:30
250,272,"Baylis Road, Waterloo",51.50144456,-0.11069930900000001,5.0,17,True,False,False,10:30
251,279,"North Wharf Road, Paddington",51.51862243,-0.176645823,0.0,25,True,False,False,10:30
252,278,"Tooley Street, Bermondsey",51.503493799999994,-0.07962099,6.0,8,True,False,False,10:30
253,277,"Kensington Church Street, Kensington",51.50315739,-0.191496313,6.0,11,True,False,False,10:30
254,276,"Lower Thames Street, Monument",51.50930161,-0.084985356,15.0,8,True,False,False,10:30
255,283,"Kingsway, Covent Garden",51.51440928,-0.11847875699999999,13.0,3,True,False,False,10:30
256,282,"Royal London Hospital, Whitechapel",51.51906446,-0.059642081,17.0,24,True,False,False,10:30
257,281,"Smith Square, Westminster",51.49580589,-0.127575233,17.0,0,True,False,False,10:30
258,280,"Royal Avenue 2, Chelsea",51.490083,-0.162418,3.0,7,True,False,False,10:30
259,287,"Bedford Way, Bloomsbury",51.52367314,-0.128377673,2.0,21,True,False,False,10:30
260,286,"St. John's Wood Road, St. John's Wood",51.527294700000006,-0.174653609,7.0,28,True,False,False,10:30
261,284,"Lambeth North Station, Waterloo",51.49914063,-0.112031483,2.0,16,True,False,False,10:30
262,259,"Embankment (Horse Guards), Westminster",51.50494561,-0.123247648,11.0,17,True,False,False,10:30
263,256,"Houghton Street, Strand",51.51362054,-0.11676421099999999,8.0,7,True,False,False,10:30
264,257,"Westminster University, Marylebone",51.52248185,-0.154907218,2.0,12,True,False,False,10:30
265,262,"LSBU (Borough Road), Elephant & Castle",51.49874469,-0.103132904,12.0,23,True,False,False,10:30
266,263,"St. Mary Axe, Aldgate",51.51422502,-0.080660083,19.0,0,True,False,False,10:30
267,260,"Broadwick Street, Soho",51.513684600000005,-0.13558087900000002,18.0,0,True,False,False,10:30
268,261,"Princes Square, Bayswater",51.5134891,-0.191351186,9.0,6,True,False,False,10:30
269,266,"Queen's Gate (North), Kensington",51.50102668,-0.18024610100000002,18.0,0,True,False,False,10:30
270,267,"Regency Street, Westminster",51.49206037,-0.13222462199999999,17.0,2,True,False,False,10:30
271,264,"Tysoe Street, Clerkenwell",51.52644342,-0.10925682800000001,17.0,2,True,False,False,10:30
272,265,"Southwick Street, Paddington",51.51595344,-0.169249375,0.0,14,True,False,False,10:30
273,270,"Kennington Lane Rail Bridge, Vauxhall",51.4863434,-0.122492418,6.0,30,True,False,False,10:30
274,271,"London Zoo, Regents Park",51.53583617,-0.156285395,0.0,29,True,False,False,10:30
275,268,"Belgrave Road, Victoria",51.49320445,-0.144132875,6.0,23,True,False,False,10:30
276,269,"Empire Square, The Borough",51.50082346,-0.089740764,29.0,17,True,False,False,10:30
277,305,"Kennington Lane Tesco, Vauxhall",51.48677988,-0.11585396099999999,10.0,5,True,False,False,10:30
278,304,"Cumberland Gate, Hyde Park",51.51211869,-0.16209757,5.0,12,True,False,False,10:30
279,307,"Black Lion Gate, Kensington Gardens",51.50990837,-0.187842717,11.0,13,True,False,False,10:30
280,306,"Rathbone Street, Fitzrovia",51.51816295,-0.135025698,15.0,0,True,False,False,10:30
281,309,"Embankment (Savoy), Strand",51.50963123,-0.11904756300000001,36.0,5,True,False,False,10:30
282,308,"Long Lane , Bermondsey",51.49907558,-0.08566631599999999,5.0,15,True,False,False,10:30
283,311,"Foley Street, Fitzrovia",51.51918144,-0.140485596,18.0,6,True,False,False,10:30
284,310,"Black Prince Road, Vauxhall",51.4908679,-0.116911864,3.0,16,True,False,False,10:30
285,313,"Wells Street, Fitzrovia",51.51734403,-0.138072691,37.0,1,True,False,False,10:30
286,312,"Grove End Road, St. John's Wood",51.53088935,-0.176770502,15.0,4,True,False,False,10:30
287,315,"The Tennis Courts, Regent's Park",51.52536703,-0.153463612,4.0,11,True,False,False,10:30
288,314,"Tyers Gate, Bermondsey",51.50088934,-0.083159352,24.0,12,True,False,False,10:30
289,317,"Dickens Square, Borough",51.49679128,-0.093913472,23.0,9,True,False,False,10:30
290,316,"Cardinal Place, Victoria",51.49768448,-0.141943703,21.0,0,True,False,False,10:30
291,319,"Baldwin Street, St. Luke's",51.52702563,-0.08854277099999999,8.0,13,True,False,False,10:30
292,318,"Sackville Street, Mayfair",51.51004801,-0.138846453,17.0,1,True,False,False,10:30
293,288,"Elizabeth Bridge, Victoria",51.49236962,-0.147478734,27.0,6,True,False,False,10:30
294,289,"South Audley Street, Mayfair",51.50923022,-0.151296092,14.0,1,True,False,False,10:30
295,290,"Winsland Street, Paddington",51.51678023,-0.175488803,1.0,14,True,False,False,10:30
296,291,"Claverton Street, Pimlico",51.48483991,-0.13808906199999998,9.0,23,True,False,False,10:30
297,292,"Montpelier Street, Knightsbridge",51.49888404,-0.165471605,10.0,6,True,False,False,10:30
298,293,"Kensington Olympia Station, Olympia",51.49815779,-0.209494128,1.0,24,True,False,False,10:30
299,294,"St. George's Square, Pimlico",51.488226,-0.135635511,2.0,12,True,False,False,10:30
300,295,"Swan Street, The Borough",51.50029631,-0.092762704,5.0,22,True,False,False,10:30
301,296,"Knaresborough Place, Earl's Court",51.49363156,-0.19060332600000002,5.0,13,True,False,False,10:30
302,297,"Geraldine Street, Elephant & Castle",51.49612799,-0.106000855,,9,True,False,False,10:30
303,298,"Curlew Street, Shad Thames",51.50227992,-0.074189225,1.0,18,True,False,False,10:30
304,299,"Vincent Square, Westminster",51.49398524,-0.136928582,6.0,13,True,False,False,10:30
305,300,"Serpentine Car Park, Hyde Park",51.50501351,-0.17272955899999998,11.0,5,True,False,False,10:30
306,301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,13.0,9,True,False,False,10:30
307,303,"Albert Gate, Hyde Park",51.50295379,-0.158456089,23.0,3,True,False,False,10:30
308,343,"London Zoo Car Park, Regent's Park",51.53692216,-0.150181444,0.0,36,True,False,False,10:30
309,341,"Craven Street, Strand",51.50810309,-0.12602103,13.0,7,True,False,False,10:30
310,340,"Bank of England Museum, Bank",51.51444134,-0.087587447,12.0,3,True,False,False,10:30
311,339,"Risinghill Street, Angel",51.5333196,-0.111781191,0.0,25,True,False,False,10:30
312,338,"Wellington Street , Strand",51.51175646,-0.119643424,13.0,0,True,False,False,10:30
313,337,"Pembridge Villas, Notting Hill",51.51108452,-0.19752494399999998,1.0,15,True,False,False,10:30
314,336,"Concert Hall Approach 2, South Bank",51.504942,-0.115533,2.0,16,True,False,False,10:30
315,351,"Macclesfield Rd, St Lukes",51.529423,-0.097122,0.0,27,True,False,False,10:30
316,350,"Queen's Gate, Kensington Gardens",51.5017154373867,-0.1798541843891,17.0,2,True,False,False,10:30
317,349,"St. George Street, Mayfair",51.511959999999995,-0.142783033,16.0,2,True,False,False,10:30
318,348,"Grosvenor Square, Mayfair",51.51217033,-0.150481272,17.0,0,True,False,False,10:30
319,347,"Lower Marsh, Waterloo",51.50013942,-0.113936001,5.0,12,True,False,False,10:30
320,345,"Flood Street, Chelsea",51.48802358,-0.166878535,10.0,7,True,False,False,10:30
321,344,"Goswell Road (City Uni), Finsbury",51.528246,-0.10102611,6.0,11,True,False,False,10:30
322,326,"Graham Street, Angel",51.53266186,-0.099981142,1.0,24,True,False,False,10:30
323,327,"New North Road 1, Hoxton",51.53114,-0.086016,9.0,13,True,False,False,10:30
324,324,"Ontario Street, Elephant & Castle",51.49652013,-0.10138406800000001,1.0,14,True,False,False,10:30
325,325,"St. Martin's Street, West End",51.50908747,-0.129697889,15.0,3,True,False,False,10:30
326,322,"Palissy Street, Shoreditch",51.526293,-0.07395499999999999,4.0,22,True,False,False,10:30
327,323,"Clifton Street, Shoreditch",51.523196,-0.083067,20.0,3,True,False,False,10:30
328,320,"Queen Mother Sports Centre, Victoria",51.49357351,-0.139956043,11.0,13,True,False,False,10:30
329,321,"Bermondsey Street, Bermondsey",51.49785559,-0.081608045,11.0,13,True,False,False,10:30
330,334,"Concert Hall Approach 1, South Bank",51.505044,-0.115851,0.0,10,True,False,False,10:30
331,335,"Tavistock Street, Covent Garden",51.51196803,-0.12071875900000001,11.0,21,True,False,False,10:30
332,332,"Nevern Place, Earl's Court",51.49334336,-0.19475794899999999,7.0,13,True,False,False,10:30
333,333,"Palace Gardens Terrace, Notting Hill",51.50860544,-0.193764092,1.0,35,True,False,False,10:30
334,330,"Eastbourne Mews, Paddington",51.51641749,-0.17913507899999997,0.0,34,True,False,False,10:30
335,331,"Bunhill Row, Moorgate",51.52085887,-0.089887855,30.0,0,True,False,False,10:30
336,328,"New North Road 2, Hoxton",51.53095,-0.085603,7.0,15,True,False,False,10:30
337,329,"Prince Albert Road, Regent's Park",51.53589283,-0.160854428,0.0,24,True,False,False,10:30
338,373,"Prince Consort Road, Knightsbridge",51.49980661,-0.176415994,17.0,1,True,False,False,10:30
339,372,"Sardinia Street, Holborn",51.515208,-0.11786300000000001,22.0,2,True,False,False,10:30
340,375,"Kensington Town Hall, Kensington",51.50194596,-0.19439295199999998,10.0,8,True,False,False,10:30
341,374,"Waterloo Station 1, Waterloo",51.50402793,-0.11386435,10.0,23,True,False,False,10:30
342,368,"Harriet Street, Knightsbridge",51.50024195,-0.15934065,18.0,6,True,False,False,10:30
343,371,"King Edward Walk, Waterloo",51.49775,-0.10987999999999999,8.0,14,True,False,False,10:30
344,370,"Paddington Green, Paddington",51.520205,-0.174593,1.0,19,True,False,False,10:30
345,381,"Charlotte Street, Fitzrovia",51.51953043,-0.13577731,13.0,0,True,False,False,10:30
346,380,"Stanhope Gate, Mayfair",51.50686435,-0.150666888,9.0,12,True,False,False,10:30
347,383,"Frith Street, Soho",51.51310333,-0.13121385,15.0,3,True,False,False,10:30
348,382,"Farm Street, Mayfair",51.50935171,-0.14744969,8.0,7,True,False,False,10:30
349,377,"Waterloo Bridge, South Bank",51.50535447,-0.11365654300000001,5.0,10,True,False,False,10:30
350,376,"Millbank House, Pimlico",51.49188409,-0.125674815,24.0,0,True,False,False,10:30
351,379,"Turquoise Island, Notting Hill",51.51431171,-0.200838199,1.0,19,True,False,False,10:30
352,378,"Natural History Museum, South Kensington",51.49559291,-0.17907762600000002,15.0,26,True,False,False,10:30
353,356,"South Kensington Station, South Kensington",51.494412,-0.173881,12.0,1,True,False,False,10:30
354,357,"Howland Street, Fitzrovia",51.520994,-0.139016,30.0,0,True,False,False,10:30
355,358,"High Holborn , Covent Garden",51.51643491,-0.124332175,11.0,5,True,False,False,10:30
356,359,"Butler Place, Westminster",51.49782999,-0.135440826,18.0,0,True,False,False,10:30
357,352,"Vauxhall Street, Vauxhall",51.486965000000005,-0.116625,10.0,9,True,False,False,10:30
358,353,"Greycoat Street , Westminster",51.49459148,-0.134234258,17.0,0,True,False,False,10:30
359,354,"Northumberland Avenue, Strand",51.506766999999996,-0.12370199999999999,5.0,31,True,False,False,10:30
360,355,"Oval Way, Lambeth",51.486575,-0.11728599999999999,17.0,4,True,False,False,10:30
361,364,"Alfred Place, Bloomsbury",51.519656,-0.132339,25.0,15,True,False,False,10:30
362,365,"City Road, Angel",51.530344,-0.100168,2.0,43,True,False,False,10:30
363,366,"Millennium Hotel, Mayfair",51.5109192966489,-0.1511263847351,16.0,11,True,False,False,10:30
364,367,"Harrowby Street, Marylebone",51.5173721,-0.1642075,1.0,14,True,False,False,10:30
365,360,"Howick Place, Westminster",51.49675303,-0.138733562,24.0,2,True,False,False,10:30
366,361,"Waterloo Station 2, Waterloo",51.50391972,-0.11342628,8.0,42,True,False,False,10:30
367,362,"Royal College Street, Camden Town",51.536264,-0.133952,16.0,41,True,False,False,10:30
368,363,"Lord's, St. John's Wood",51.5291212008901,-0.171185284853,4.0,20,True,False,False,10:30
369,410,"Edgware Road Station, Paddington",51.519968,-0.169774,38.0,25,True,False,False,10:30
370,411,"Walworth Road, Southwark",51.49337264,-0.09968067,17.0,10,True,False,False,10:30
371,408,"Paddington Green Police Station, Paddington",51.51994326,-0.17070433699999998,0.0,39,True,False,False,10:30
372,409,"Strata, Southwark",51.493146,-0.099828,1.0,20,True,False,False,10:30
373,412,"Cleaver Street, Kennington",51.488105,-0.11012100000000001,5.0,12,True,False,False,10:30
374,402,"Penfold Street, Marylebone",51.52289229,-0.171681991,3.0,11,True,False,False,10:30
375,403,"George Place Mews, Marylebone",51.51689296,-0.158249929,2.0,14,True,False,False,10:30
376,400,"George Street, Marylebone",51.517703000000004,-0.154106,12.0,14,True,False,False,10:30
377,401,"Columbia Road, Weavers",51.528187,-0.075375,2.0,21,True,False,False,10:30
378,406,"Speakers' Corner 2, Hyde Park",51.512303,-0.15998800000000002,10.0,13,True,False,False,10:30
379,407,"Speakers' Corner 1, Hyde Park",51.51222,-0.16078499999999998,5.0,12,True,False,False,10:30
380,404,"Palace Gate, Kensington Gardens",51.50204238,-0.184400221,3.0,12,True,False,False,10:30
381,405,"Gloucester Road Station, South Kensington",51.49418566,-0.18267094,11.0,3,True,False,False,10:30
382,395,"Cadogan Gardens, Sloane Square",51.492461999999996,-0.159919,15.0,0,True,False,False,10:30
383,394,"Aberdeen Place, St. John's Wood",51.524826000000004,-0.176268,1.0,17,True,False,False,10:30
384,393,"Snow Hill, Farringdon",51.51733427,-0.10360424800000001,15.0,0,True,False,False,10:30
385,392,"Imperial College, Knightsbridge",51.49942855,-0.17970247600000003,20.0,0,True,False,False,10:30
386,399,"Brick Lane Market, Shoreditch",51.52261762,-0.071653961,2.0,22,True,False,False,10:30
387,398,"Holland Park, Kensington",51.502319,-0.200742,3.0,26,True,False,False,10:30
388,397,"Devonshire Terrace, Bayswater",51.51348,-0.17977,0.0,16,True,False,False,10:30
389,396,"Shouldham Street, Marylebone",51.51809,-0.163609,1.0,15,True,False,False,10:30
390,387,"Fire Brigade Pier, Vauxhall",51.49369988,-0.12139410099999999,17.0,12,True,False,False,10:30
391,386,"Moor Street, Soho",51.51352755,-0.130110822,12.0,2,True,False,False,10:30
392,384,"Marloes Road, Kensington",51.496481,-0.192404,1.0,14,True,False,False,10:30
393,391,"Clifford Street, Mayfair",51.51066202,-0.142345694,27.0,0,True,False,False,10:30
394,390,"Buxton Street 1, Bangla Town",51.521776,-0.068856,1.0,40,True,False,False,10:30
395,389,"Upper Grosvenor Street, Mayfair",51.51013066,-0.155757901,7.0,11,True,False,False,10:30
396,388,"Southampton Street, Strand",51.51070161,-0.121723604,5.0,9,True,False,False,10:30
397,440,"Kennington Oval, Oval",51.483145,-0.113134,15.0,18,True,False,False,10:30
398,441,"Sail Street, Vauxhall",51.495656,-0.114605,10.0,12,True,False,False,10:30
399,442,"Walmer Road, Notting Hill",51.510101,-0.211358,3.0,21,True,False,False,10:30
400,443,"Philpot Street, Whitechapel",51.515256,-0.058641,,22,True,False,False,10:30
401,444,"Bethnal Green Gardens, Bethnal Green",51.52568,-0.055312,2.0,21,True,False,False,10:30
402,445,"Cheshire Street, Bethnal Green",51.52388,-0.065076,0.0,25,True,False,False,10:30
403,446,"York Hall, Bethnal Green",51.528936,-0.055894000000000006,18.0,8,True,False,False,10:30
404,447,"Jubilee Crescent, Cubitt Town",51.493381,-0.007542,26.0,28,True,False,False,10:30
405,432,"Exhibition Road Museums, Knightsbridge",51.496957,-0.173894,18.0,4,True,False,False,10:30
406,433,"Wren Street, Holborn",51.524564,-0.116279,2.0,31,True,False,False,10:30
407,435,"Kennington Station, Kennington",51.488852,-0.105593,2.0,21,True,False,False,10:30
408,436,"Red Lion Street, Holborn",51.518240000000006,-0.11655,36.0,0,True,False,False,10:30
409,437,"Vauxhall Walk, Vauxhall",51.488124,-0.120903,20.0,7,True,False,False,10:30
410,439,"Killick Street, Kings Cross",51.5338,-0.118677,4.0,18,True,False,False,10:30
411,425,"Harrington Square 2, Camden Town",51.533379,-0.139159,3.0,35,True,False,False,10:30
412,424,"Ebury Bridge, Pimlico",51.490491,-0.14918599999999999,1.0,28,True,False,False,10:30
413,427,"Cheapside, Bank",51.51397065,-0.09294031,25.0,14,True,False,False,10:30
414,426,"Vincent Street, Pimlico",51.493072,-0.129925,16.0,1,True,False,False,10:30
415,428,"Exhibition Road, South Kensington",51.499916999999996,-0.174554,18.0,1,True,False,False,10:30
416,431,"Crinan Street, King's Cross",51.534473999999996,-0.12220299999999999,4.0,15,True,False,False,10:30
417,430,"South Parade, Chelsea",51.489020000000004,-0.17524,11.0,7,True,False,False,10:30
418,419,"Chelsea Bridge, Pimlico",51.485821,-0.149004,2.0,12,True,False,False,10:30
419,421,"Southwark Station 2, Southwark",51.504044,-0.104778,9.0,35,True,False,False,10:30
420,420,"Southwark Station 1, Southwark",51.504042999999996,-0.10531199999999999,26.0,9,True,False,False,10:30
421,423,"Eaton Square (South), Belgravia",51.49456127,-0.15393398,14.0,15,True,False,False,10:30
422,478,"Stepney Green Station, Stepney",51.521889,-0.046669999999999996,13.0,5,True,False,False,10:30
423,479,"Pott Street, Bethnal Green",51.527152,-0.058004999999999994,0.0,20,True,False,False,10:30
424,476,"Stebondale Street, Cubitt Town",51.489096,-0.009205,25.0,4,True,False,False,10:30
425,477,"Spindrift Avenue, Millwall",51.49109,-0.018716,27.0,9,True,False,False,10:30
426,474,"Castalia Square, Cubitt Town",51.498125,-0.011457,26.0,13,True,False,False,10:30
427,475,"Lightermans Road, Millwall",51.499041,-0.020156999999999998,29.0,27,True,False,False,10:30
428,472,"Malmesbury Road, Bow",51.529452,-0.027616,6.0,14,True,False,False,10:30
429,473,"Millharbour, Millwall",51.496137,-0.019355,12.0,7,True,False,False,10:30
430,470,"Mostyn Grove, Bow",51.530535,-0.025491999999999997,4.0,41,True,False,False,10:30
431,471,"Hewison Street, Old Ford",51.533283000000004,-0.028155,0.0,19,True,False,False,10:30
432,468,"Cantrell Road, Bow",51.521564,-0.022694,14.0,10,True,False,False,10:30
433,469,"Lindfield Street, Poplar",51.513757,-0.020467,19.0,23,True,False,False,10:30
434,466,"Whiston Road, Haggerston",51.534464,-0.07634099999999999,0.0,21,True,False,False,10:30
435,467,"Southern Grove, Bow",51.523538,-0.030556,3.0,14,True,False,False,10:30
436,464,"St. Mary and St. Michael Church, Stepney",51.51417,-0.052099,15.0,10,True,False,False,10:30
437,465,"Pitfield Street (North),Hoxton",51.535579999999996,-0.08249,0.0,26,True,False,False,10:30
438,463,"Thurtle Road, Haggerston",51.534776,-0.071881,0.0,22,True,False,False,10:30
439,462,"Bonny Street, Camden Town",51.541603,-0.138853,1.0,44,True,False,False,10:30
440,461,"Aston Street, Stepney",51.516000000000005,-0.038775,11.0,15,True,False,False,10:30
441,460,"Burdett Road, Mile End",51.516196,-0.029138,24.0,8,True,False,False,10:30
442,459,"Gun Makers Lane, Old Ford",51.535179,-0.03338,8.0,9,True,False,False,10:30
443,458,"Wapping Lane, Wapping",51.504749,-0.057544000000000005,6.0,21,True,False,False,10:30
444,457,"Castlehaven Road, Camden Town",51.542138,-0.145393,0.0,29,True,False,False,10:30
445,456,"Parkway, Camden Town",51.538071,-0.14466400000000001,2.0,30,True,False,False,10:30
446,455,"East Ferry Road, Cubitt Town",51.49447,-0.014409,11.0,6,True,False,False,10:30
447,454,"Napier Avenue, Millwall",51.487679,-0.021582,0.0,20,True,False,False,10:30
448,453,"Garnet Street, Shadwell",51.508447,-0.055166999999999994,9.0,15,True,False,False,10:30
449,452,"St Katharines Way, Tower",51.505697,-0.070542,24.0,0,True,False,False,10:30
450,451,"Hermitage Court, Wapping",51.504719,-0.06353099999999999,4.0,12,True,False,False,10:30
451,450,"Jubilee Street, Stepney",51.515975,-0.053176999999999995,19.0,9,True,False,False,10:30
452,449,"Shadwell Station, Shadwell",51.511088,-0.057159,11.0,22,True,False,False,10:30
453,448,"Fishermans Walk West, Canary Wharf",51.50623,-0.022959999999999998,21.0,15,True,False,False,10:30
454,508,"Fournier Street, Whitechapel",51.519362,-0.074431,18.0,0,True,False,False,10:30
455,509,"Fore Street, Guildhall",51.517842,-0.090075,18.0,0,True,False,False,10:30
456,510,"Westferry DLR, Limehouse",51.509303,-0.025996,32.0,6,True,False,False,10:30
457,511,"Sutton Street, Shadwell",51.511066,-0.053558,9.0,24,True,False,False,10:30
458,504,"St John's Park, Cubitt Town",51.496454,-0.009506,25.0,5,True,False,False,10:30
459,505,"Ackroyd Drive, Bow",51.520398,-0.026768,20.0,7,True,False,False,10:30
460,506,"Bell Lane, Liverpool Street",51.517475,-0.07585499999999999,10.0,11,True,False,False,10:30
461,507,"Clarkson Street, Bethnal Green",51.528692,-0.059091,19.0,12,True,False,False,10:30
462,500,"Sidney Street, Stepney",51.519806,-0.055730999999999996,10.0,32,True,False,False,10:30
463,501,"Cephas Street, Bethnal Green",51.522560999999996,-0.054883,7.0,17,True,False,False,10:30
464,502,"South Quay West, Canary Wharf",51.502635,-0.022702,26.0,34,True,False,False,10:30
465,503,"Cleveland Way, Bethnal Green",51.520893,-0.051394,27.0,8,True,False,False,10:30
466,496,"Devons Road, Bow",51.52512,-0.015578,12.0,25,True,False,False,10:30
467,497,"Coborn Street, Mile End",51.526534999999996,-0.028619,27.0,0,True,False,False,10:30
468,498,"Bow Road Station, Bow",51.527058000000004,-0.025296000000000003,22.0,20,True,False,False,10:30
469,499,"Furze Green, Bow",51.519265000000004,-0.021345,11.0,24,True,False,False,10:30
470,492,"The Green Bridge, Mile End",51.524677000000004,-0.03562,16.0,45,True,False,False,10:30
471,495,"Bow Church Station, Bow",51.528169,-0.018703,24.0,12,True,False,False,10:30
472,494,"South Quay East, Canary Wharf",51.50196,-0.016250999999999998,18.0,18,True,False,False,10:30
473,489,"Christian Street, Whitechapel",51.513073999999996,-0.06409400000000001,2.0,32,True,False,False,10:30
474,488,"Reardon Street, Wapping",51.506946,-0.058681,0.0,22,True,False,False,10:30
475,491,"Queen Marys, Mile End",51.522507,-0.041378,25.0,18,True,False,False,10:30
476,490,"Pennington Street, Wapping",51.508621999999995,-0.065006,25.0,20,True,False,False,10:30
477,485,"Old Ford Road, Bethnal Green",51.531127000000005,-0.048017000000000004,14.0,9,True,False,False,10:30
478,484,"Bromley High Street, Bromley",51.528828000000004,-0.013258,9.0,15,True,False,False,10:30
479,487,"Canton Street, Poplar",51.511811,-0.025626,10.0,13,True,False,False,10:30
480,486,"Granby Street, Shoreditch",51.525645000000004,-0.069543,1.0,36,True,False,False,10:30
481,481,"Saunders Ness Road, Cubitt Town",51.487128999999996,-0.009001,29.0,5,True,False,False,10:30
482,480,"Flamborough Street, Limehouse",51.5128711,-0.038986599999999996,10.0,14,True,False,False,10:30
483,483,"Albert Gardens, Stepney",51.51328,-0.047784,2.0,31,True,False,False,10:30
484,482,"Thornfield House, Poplar",51.509843,-0.02377,16.0,10,True,False,False,10:30
485,550,"Harford Street, Mile End",51.521564,-0.039264,16.0,6,True,False,False,10:30
486,551,"Montgomery Square, Canary Wharf",51.503446999999994,-0.016233,38.0,1,True,False,False,10:30
487,548,"Westminster Bridge Road, Elephant & Castle",51.498385999999996,-0.10791300000000001,9.0,16,True,False,False,10:30
488,549,"Gaywood  Street, Elephant & Castle",51.49605,-0.10419300000000001,27.0,17,True,False,False,10:30
489,546,"New Fetter Lane, Holborn",51.517428,-0.10798699999999999,13.0,7,True,False,False,10:30
490,547,"East India DLR, Blackwall",51.509474,-0.002275,32.0,18,True,False,False,10:30
491,544,"Percival Street, Finsbury",51.526153,-0.10220800000000001,19.0,1,True,False,False,10:30
492,545,"Arlington Road, Camden Town",51.539957,-0.14524600000000001,11.0,12,True,False,False,10:30
493,558,"Page Street, Westminster",51.493978000000006,-0.127554,23.0,0,True,False,False,10:30
494,559,"Abbotsbury Road, Holland Park",51.501391,-0.20599099999999998,13.0,11,True,False,False,10:30
